compound_id,compound_name,structural_class,subfamily,property,quantity,unit,value_num,uncertainty,range_low,range_high,value_reported,scale,direction,denominator,setting,emission_band,bimodal,enzyme,enzyme_class,ph_regime,conditions,basis,secondary,provisional,superseded,source_locator,citation_key,doi,url,verification_status
RS24,"Sterically modified luciferin 2d (Jones 2017, C7'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,Km for the luciferin,Km for the luciferin,relative to the value of the SAME compound with wild-type Fluc (= 1),0.121,0.025,,,0.121 +/- 0.025,,,,,,,Fluc mutant A (R218A),engineered firefly luciferase,,"Tecan F200 Pro injection-port luminometer with neutral density filter, black 96-well plates; bioluminescence buffer 20 mM Tris-HCl pH 7.6, 2 mM MgSO4, 2 mM ATP, 0.1 mM EDTA, 1 mM TCEP, 0.5 mg/mL BSA; analogue 2 uM-10 mM in 50 uL; enzyme 0.002 mg/mL (D-luciferin) or 0.02 mg/mL (all analogues) in ATP-free buffer injected; luminescence every 0.1 s over 13.5 s; apparent constants from initial rates; n >= 3","NORMALIZED kcat/KM - dimensionless, relative to that same compound's value with WT Fluc.",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,corrected
RS24,"Sterically modified luciferin 2d (Jones 2017, C7'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,Km for the luciferin,Km for the luciferin,relative to the value of the SAME compound with wild-type Fluc (= 1),0.155,0.061,,,0.155 +/- 0.061,,,,,,,Fluc mutant B (R218A/F250M/S314T/G316T),engineered firefly luciferase,,"Tecan F200 Pro injection-port luminometer with neutral density filter, black 96-well plates; bioluminescence buffer 20 mM Tris-HCl pH 7.6, 2 mM MgSO4, 2 mM ATP, 0.1 mM EDTA, 1 mM TCEP, 0.5 mg/mL BSA; analogue 2 uM-10 mM in 50 uL; enzyme 0.002 mg/mL (D-luciferin) or 0.02 mg/mL (all analogues) in ATP-free buffer injected; luminescence every 0.1 s over 13.5 s; apparent constants from initial rates; n >= 3","NORMALIZED kcat/KM - dimensionless, relative to that same compound's value with WT Fluc.",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,corrected
RS24,"Sterically modified luciferin 2d (Jones 2017, C7'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,Km for the luciferin,Km for the luciferin,relative to the value of the SAME compound with wild-type Fluc (= 1),6.0,1.7,,,6.0 +/- 1.7,,,,,,,Fluc mutant C (R218K),engineered firefly luciferase,,"Tecan F200 Pro injection-port luminometer with neutral density filter, black 96-well plates; bioluminescence buffer 20 mM Tris-HCl pH 7.6, 2 mM MgSO4, 2 mM ATP, 0.1 mM EDTA, 1 mM TCEP, 0.5 mg/mL BSA; analogue 2 uM-10 mM in 50 uL; enzyme 0.002 mg/mL (D-luciferin) or 0.02 mg/mL (all analogues) in ATP-free buffer injected; luminescence every 0.1 s over 13.5 s; apparent constants from initial rates; n >= 3","NORMALIZED kcat/KM - dimensionless, relative to that same compound's value with WT Fluc.",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,corrected
RS24,"Sterically modified luciferin 2d (Jones 2017, C7'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,>750,,,,,,,Fluc (wild-type Photinus pyralis luciferase),wild-type firefly luciferase,,"Tecan F200 Pro injection-port luminometer with neutral density filter, black 96-well plates; bioluminescence buffer 20 mM Tris-HCl pH 7.6, 2 mM MgSO4, 2 mM ATP, 0.1 mM EDTA, 1 mM TCEP, 0.5 mg/mL BSA; analogue 2 uM-10 mM in 50 uL; enzyme 0.002 mg/mL (D-luciferin) or 0.02 mg/mL (all analogues) in ATP-free buffer injected; luminescence every 0.1 s over 13.5 s; apparent constants from initial rates; n >= 3","apparent Km (uM) with wild-type Fluc, Table S10; errors are SEM for n >= 3",,,,Table S10,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,new
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,bioluminescence emission maximum,,nm,622.0,,,,622,,,,,,,Fluc mutant A (R218A),engineered firefly luciferase,physiological or basic,"Horiba Jobin Yvon FluoroMax-4; each luciferin (2 mM or 5 mM) in a 10 mm cuvette with ATP (2 mM or 5 mM), LiCoA (2 mM) and reaction buffer (20 mM Tris-HCl, 0.5 mg/mL BSA, 0.1 mM EDTA, 1 mM TCEP, 2 mM MgSO4, pH 7.6), total 900 uL; 10-20 ug purified luciferase added immediately before acquisition; excitation slit 0 nm, emission slit 29.4 nm; 2 nm intervals, 400-750 nm, ambient temperature","bioluminescence emission maximum, main-text Table 1",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,confirmed
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,bioluminescence emission maximum,,nm,628.0,,,,628,,,,,,,Fluc mutant B (R218A/F250M/S314T/G316T),engineered firefly luciferase,physiological or basic,"Horiba Jobin Yvon FluoroMax-4; each luciferin (2 mM or 5 mM) in a 10 mm cuvette with ATP (2 mM or 5 mM), LiCoA (2 mM) and reaction buffer (20 mM Tris-HCl, 0.5 mg/mL BSA, 0.1 mM EDTA, 1 mM TCEP, 2 mM MgSO4, pH 7.6), total 900 uL; 10-20 ug purified luciferase added immediately before acquisition; excitation slit 0 nm, emission slit 29.4 nm; 2 nm intervals, 400-750 nm, ambient temperature","bioluminescence emission maximum, main-text Table 1",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,confirmed
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,bioluminescence emission maximum,,nm,626.0,,,,626,,,,,,,Fluc mutant C (R218K),engineered firefly luciferase,physiological or basic,"Horiba Jobin Yvon FluoroMax-4; each luciferin (2 mM or 5 mM) in a 10 mm cuvette with ATP (2 mM or 5 mM), LiCoA (2 mM) and reaction buffer (20 mM Tris-HCl, 0.5 mg/mL BSA, 0.1 mM EDTA, 1 mM TCEP, 2 mM MgSO4, pH 7.6), total 900 uL; 10-20 ug purified luciferase added immediately before acquisition; excitation slit 0 nm, emission slit 29.4 nm; 2 nm intervals, 400-750 nm, ambient temperature","bioluminescence emission maximum, main-text Table 1",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,confirmed
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,bioluminescence emission maximum,,nm,612.0,,,,612,,,,,,,Fluc (wild-type Photinus pyralis luciferase),wild-type firefly luciferase,physiological or basic,"Horiba Jobin Yvon FluoroMax-4; each luciferin (2 mM or 5 mM) in a 10 mm cuvette with ATP (2 mM or 5 mM), LiCoA (2 mM) and reaction buffer (20 mM Tris-HCl, 0.5 mg/mL BSA, 0.1 mM EDTA, 1 mM TCEP, 2 mM MgSO4, pH 7.6), total 900 uL; 10-20 ug purified luciferase added immediately before acquisition; excitation slit 0 nm, emission slit 29.4 nm; 2 nm intervals, 400-750 nm, ambient temperature","bioluminescence emission maximum with WILD-TYPE Fluc, Table S10",,,,Table S10,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,new
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,relative light output,,see basis,38.0,13.0,,,38 +/- 13,,brighter_is_larger,the same compound's emission with wild-type luciferase,in vitro,,,Fluc mutant A (R218A),engineered firefly luciferase,,"purified enzyme; IVIS Lumina CCD at -90 degC, stage 37 degC, total flux quantified with Living Image; values normalised to that same compound's emission with WT Fluc; n = 3",PERCENT OF WT Fluc LIGHT EMISSION WITH THE SAME COMPOUND; IVIS total flux,,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,confirmed
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,relative light output,,see basis,200.0,41.0,,,200 +/- 41,,brighter_is_larger,the same compound's emission with wild-type luciferase,in vitro,,,Fluc mutant B (R218A/F250M/S314T/G316T),engineered firefly luciferase,,"purified enzyme; IVIS Lumina CCD at -90 degC, stage 37 degC, total flux quantified with Living Image; values normalised to that same compound's emission with WT Fluc; n = 3",PERCENT OF WT Fluc LIGHT EMISSION WITH THE SAME COMPOUND; IVIS total flux,,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,confirmed
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,relative light output,,see basis,13.0,2.0,,,13 +/- 2,,brighter_is_larger,the same compound's emission with wild-type luciferase,in vitro,,,Fluc mutant C (R218K),engineered firefly luciferase,,"purified enzyme; IVIS Lumina CCD at -90 degC, stage 37 degC, total flux quantified with Living Image; values normalised to that same compound's emission with WT Fluc; n = 3",PERCENT OF WT Fluc LIGHT EMISSION WITH THE SAME COMPOUND; IVIS total flux,,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,confirmed
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,relative light output,,see basis,4.0,,,,~4-fold enhanced vs native Fluc,,brighter_is_larger,the same compound's emission with wild-type luciferase,live cell,,,"Fluc mutant 81 (R218A, F250M, S314T, G316T) - the same enzyme as Jones2017",engineered firefly luciferase,,"bacterial lysate, IVIS imaging; note this differs from the purified-enzyme figure of 200 +/- 41 % reported for the same pair in Jones2017 Table 1","TOTAL PHOTON FLUX in bacterial lysate, relative to native Fluc with the SAME compound",,,,Table 1,Rathbun2017,10.1021/acscentsci.7b00394,https://pmc.ncbi.nlm.nih.gov/articles/PMC5746862/,new
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,Km for the luciferin,Km for the luciferin,relative to the value of the SAME compound with wild-type Fluc (= 1),17.1,6.4,,,17.1 +/- 6.4,,,,,,,Fluc mutant A (R218A),engineered firefly luciferase,,"Tecan F200 Pro injection-port luminometer with neutral density filter, black 96-well plates; bioluminescence buffer 20 mM Tris-HCl pH 7.6, 2 mM MgSO4, 2 mM ATP, 0.1 mM EDTA, 1 mM TCEP, 0.5 mg/mL BSA; analogue 2 uM-10 mM in 50 uL; enzyme 0.002 mg/mL (D-luciferin) or 0.02 mg/mL (all analogues) in ATP-free buffer injected; luminescence every 0.1 s over 13.5 s; apparent constants from initial rates; n >= 3","NORMALIZED kcat/KM - dimensionless, relative to that same compound's value with WT Fluc.",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,corrected
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,Km for the luciferin,Km for the luciferin,relative to the value of the SAME compound with wild-type Fluc (= 1),83.0,37.0,,,83 +/- 37,,,,,,,Fluc mutant B (R218A/F250M/S314T/G316T),engineered firefly luciferase,,"Tecan F200 Pro injection-port luminometer with neutral density filter, black 96-well plates; bioluminescence buffer 20 mM Tris-HCl pH 7.6, 2 mM MgSO4, 2 mM ATP, 0.1 mM EDTA, 1 mM TCEP, 0.5 mg/mL BSA; analogue 2 uM-10 mM in 50 uL; enzyme 0.002 mg/mL (D-luciferin) or 0.02 mg/mL (all analogues) in ATP-free buffer injected; luminescence every 0.1 s over 13.5 s; apparent constants from initial rates; n >= 3","NORMALIZED kcat/KM - dimensionless, relative to that same compound's value with WT Fluc.",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,corrected
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,Km for the luciferin,Km for the luciferin,relative to the value of the SAME compound with wild-type Fluc (= 1),13.1,5.7,,,13.1 +/- 5.7,,,,,,,Fluc mutant C (R218K),engineered firefly luciferase,,"Tecan F200 Pro injection-port luminometer with neutral density filter, black 96-well plates; bioluminescence buffer 20 mM Tris-HCl pH 7.6, 2 mM MgSO4, 2 mM ATP, 0.1 mM EDTA, 1 mM TCEP, 0.5 mg/mL BSA; analogue 2 uM-10 mM in 50 uL; enzyme 0.002 mg/mL (D-luciferin) or 0.02 mg/mL (all analogues) in ATP-free buffer injected; luminescence every 0.1 s over 13.5 s; apparent constants from initial rates; n >= 3","NORMALIZED kcat/KM - dimensionless, relative to that same compound's value with WT Fluc.",,,,Table 1,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,corrected
RS25,"Sterically modified luciferin 3b (Jones 2017, C4'-modified)","Ring-substituted benzothiazole luciferins, 4'-, 5'-, 7'-",benzothiazole,Km for the luciferin,Km for the luciferin,see unit,420.0,112.0,,,420 +/- 112,,,,,,,Fluc (wild-type Photinus pyralis luciferase),wild-type firefly luciferase,,"Tecan F200 Pro injection-port luminometer with neutral density filter, black 96-well plates; bioluminescence buffer 20 mM Tris-HCl pH 7.6, 2 mM MgSO4, 2 mM ATP, 0.1 mM EDTA, 1 mM TCEP, 0.5 mg/mL BSA; analogue 2 uM-10 mM in 50 uL; enzyme 0.002 mg/mL (D-luciferin) or 0.02 mg/mL (all analogues) in ATP-free buffer injected; luminescence every 0.1 s over 13.5 s; apparent constants from initial rates; n >= 3","apparent Km (uM) with wild-type Fluc, Table S10; errors are SEM for n >= 3",,,,Table S10,Jones2017,10.1021/jacs.6b11737,https://pmc.ncbi.nlm.nih.gov/articles/PMC5452985/,new
TZ01,"5,5-dimethyl-D-luciferin",Thiazoline-ring-modified and truncated luciferins,benzothiazole,absorption maximum,,nm,330.0,,,,330,,,,,,,,,unstated,95% ethanol,"UV absorption maximum, long-wavelength band; log epsilon 4.24. Second band 269 nm (log epsilon 3.84).",,,,,White1965,10.1021/jo01018a054,https://doi.org/10.1021/jo01018a054,new
TZ01,"5,5-dimethyl-D-luciferin",Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,not bioluminescent as the free acid (no light with luciferase/ATP/Mg2+/O2); therefore NO emission maximum exists in the classical White papers,,,,,,,firefly (Photinus pyralis) luciferase,wild-type firefly luciferase,,"luciferase, ATP, magnesium ion and oxygen; or the luciferin-AMP anhydride treated with oxygen in the presence of luciferase",qualitative - light observed visually or with a grating photoelectric spectrometer,,,,,White1965,10.1021/jo01018a054,https://doi.org/10.1021/jo01018a054,new
TZ01,"5,5-dimethyl-D-luciferin",Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,free acid 18b is not a substrate for PpyLuc and produces no light; only the pre-formed adenylate 2b emits,,,,,,,PpyLuc (Photinus pyralis luciferase),wild-type firefly luciferase,,independent confirmation of the same finding in White 1965,qualitative,,,,,Meroni2009,10.3998/ark.5550190.0010.109,https://doi.org/10.3998/ark.5550190.0010.109,new
TZ01,"5,5-dimethyl-D-luciferin",Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,"D-DiMeLH2 (the D free acid) did not emit light with Ppy or Luc plus ATP-Mg; only the pre-formed adenylate emits. The 5,5-dimethyl groups severely impede the adenylation partial reaction.",,,,,,,Ppy and Luc (Photinus pyralis luciferase),wild-type firefly luciferase,,ATP-Mg. Confirms White 1965's finding on the racemate.,,,,,,Branchini2002,10.1021/ja017400m,https://doi.org/10.1021/ja017400m,new
TZ01,"5,5-dimethyl-D-luciferin",Thiazoline-ring-modified and truncated luciferins,benzothiazole,inhibition constant,inhibition constant,see unit,,,,,Ki = 2.0 x 10^-6 M (2.0 uM),,,,,,,firefly luciferase (PpyLuc),wild-type firefly luciferase,,,,,,,Table 1,Denburg1969,10.1016/0003-9861(69)90297-5,https://doi.org/10.1016/0003-9861(69)90297-5,new
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,absorption maximum,,nm,350.0,,,,350,,,,,,,,,physiological or basic,50 mM Tris-HCl pH 7.5,,,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,corrected
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,bioluminescence emission maximum,,nm,600.0,,,,600,,,,,,,native firefly luciferase (QuantiLum recombinant P. pyralis luciferase),wild-type firefly luciferase,pH series or pH independent,"23 degC (Figure 1b caption); 40 uL PBS pH 7.4 + 20 uL ATP buffer (Stratagene; 0.5 mM ATP, 0.5 mM CoA, 10 mM Mg(II) sulfate, pH 7.8) + 1 uL of 1.5 mM substrate + 5.0 uL FLuc (130 ug/mL in PBS pH 7.4 with 1% BSA); 2 min equilibration in a small-volume cuvette; wavelength-calibrated FluoroMax-3 with the excitation path blocked, 0.5 s integration, 1 nm increments, 10 nm emission slit",,,,,Figure 1b,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,corrected
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,bioluminescence emission maximum,,nm,600.0,,,,600,,,,,,,"native firefly luciferase (FLuc, QuantiLum recombinant P. pyralis luciferase)",wild-type firefly luciferase,pH series or pH independent,"23 C; 40 uL PBS pH 7.4 + 20 uL ATP buffer (0.5 mM ATP, 0.5 mM CoA, 10 mM MgSO4, pH 7.8) + 1 uL of 1.5 mM substrate + 5 uL FLuc (130 ug/mL in PBS/1% BSA); FluoroMax-3 with blocked excitation, 1 nm steps, 10 nm slit. D-luciferin 559 nm and 6'-amino-D-luciferin 588 nm in the same run. The red shift persists at 37 C.",,,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,confirmed
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,emitted approximately 74% of the number of photons of 6'-aminoluciferin,,,,,,,FLuc stably expressed in MDA-MB-468 human breast adenocarcinoma cells,wild-type firefly luciferase,,"60 uL suspension of ~6x10^4 MDA-MB-468 FLuc+ cells in PBS pH 7.4 + 20 uL of 100 uM substrate; IVIS200, 10 s integration per time point, no emission filter",TOTAL INTEGRATED photon output: area under the emission-rate/time curve after extrapolating the quasi-linear decay to y = 0,,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,confirmed
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,no statistically significant difference from 6'-aminoluciferin in vivo (except at the 5 min time point),,,,,,,FLuc in MDA-MB-468 xenografts in nude athymic mice,wild-type firefly luciferase,,"10^7 MDA-MB-468 FLuc+ cells implanted s.c.; at ~5 mm tumour diameter, 100 uL of 2.5 mM substrate i.v. (tail vein), isoflurane anaesthesia; IVIS200, 30 s integration per time point, no emission filter; n = 4 mice per substrate, 5 h between substrates","in vivo tumour-localised bioluminescence, each time point normalised to that tumour's maximum BL signal (which always occurred with 3b at t = 1 min)",,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,confirmed
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,74.0,,,,~74% of the photons emitted by 6'-amino-D-luciferin,,brighter_is_larger,D-luciferin = 100,in vitro,,,FLuc in MDA-MB-468 cells,wild-type firefly luciferase,,"20 uL of 100 uM substrate added to ~6e4 cells in 60 uL PBS pH 7.4; IVIS 200, 10 s integrations, no emission filter",,,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,corrected
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,no statistically significant difference from 6'-amino-D-luciferin at any time point except 5 min (p > 0.05),,,,,,,FLuc in MDA-MB-468 xenografts,wild-type firefly luciferase,,"nude mice, n = 4, i.v. tail-vein injection, 5 h between substrates",,,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,corrected
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,26.0,,,,26% fewer photons than the parent amino analogue,,brighter_is_larger,"a parent analogue, not D-luciferin",in vitro,,,firefly luciferase,wild-type firefly luciferase,,as cited in the introduction of Chang2023,,TRUE,,,,Chang2023,10.1002/chem.202302204,https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/chem.202302204,confirmed
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,Km for the luciferin,Km for the luciferin,uM,0.7,0.04,,,0.70 +/- 0.04,,,,,,,"QuantiLum Recombinant Luciferase (Promega), recombinant P. pyralis",wild-type firefly luciferase,,two-fold serial dilutions 32.3 to 0.252 uM in 1x PBS pH 7.4 (50 uL) + 100 uL Luciferase Assay Buffer II (Promega) supplemented to 6 mM ATP; 50 uL of 1.1 ug/mL QuantiLum Recombinant Luciferase added immediately before reading; 10 s integration on a Turner Biosystems 20/20n; nonlinear regression of the Michaelis-Menten plot (SigmaPlot 12.0),"APPARENT Michaelis constant in micromolar, from the initial rate of luminescence versus substrate concentration",,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,corrected
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,apparent Km,,uM,0.7,,,,0.7,,,,,,,QuantiLum recombinant P. pyralis luciferase (1.1 ug/mL),wild-type firefly luciferase,,two-fold serial dilutions 32.3 to 0.252 uM in 1x PBS pH 7.4 (50 uL) + 100 uL Luciferase Assay Buffer II (Promega) supplemented to 6 mM ATP; 50 uL of 1.1 ug/mL QuantiLum Recombinant Luciferase added immediately before reading; 10 s integration on a Turner Biosystems 20/20n; nonlinear regression of the Michaelis-Menten plot (SigmaPlot 12.0),,,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,corrected
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,Km for the luciferin,Km for the luciferin,uM,0.62,,,,0.62,,,,,,,firefly luciferase,wild-type firefly luciferase,,not a measurement of this paper,,TRUE,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,corrected
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,spectral distribution fraction,"proportion of the emitted light above the stated wavelength, per cent",%,55.0,,,,55%,,spectral_fraction,not stated,in vitro,,,purified native firefly luciferase (FLuc),wild-type firefly luciferase,,"23 degC (Figure 1b caption); 40 uL PBS pH 7.4 + 20 uL ATP buffer (Stratagene; 0.5 mM ATP, 0.5 mM CoA, 10 mM Mg(II) sulfate, pH 7.8) + 1 uL of 1.5 mM substrate + 5.0 uL FLuc (130 ug/mL in PBS pH 7.4 with 1% BSA); 2 min equilibration in a small-volume cuvette; wavelength-calibrated FluoroMax-3 with the excitation path blocked, 0.5 s integration, 1 nm increments, 10 nm emission slit","PERCENTAGE OF INTEGRATED BIOLUMINESCENCE EMISSION ABOVE 600 nm (a spectral figure of merit for tissue transmission, not a brightness)",,,,Figure 1b,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,new
TZ02,Aminoseleno-D-luciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,molar absorptivity,,M-1 cm-1,15500.0,,,,15500,,,,,,,,,,50 mM Tris-HCl pH 7.5,molar absorptivity at the 350 nm local maximum of aminoseleno-D-luciferin,,,,,Conley2012,10.1002/anie.201105653,https://pmc.ncbi.nlm.nih.gov/articles/PMC3494413/,new
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,bioluminescence emission maximum,,nm,547.0,,,,547,,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,physiological or basic,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.",,,,,Figure 2c,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,bioluminescence emission maximum,,nm,547.0,,,,547,,,,,,,firefly luciferase,wild-type firefly luciferase,unstated,,,,,,,Takakura2021,10.3390/molecules26061618,https://doi.org/10.3390/molecules26061618,secondary
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,0.56,,,,0.56%,,brighter_is_larger,not stated,in vitro,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.",Table S1 column '6' gives and; the article text computes the same ratio as 0.56 % (1.52x10^5 / 2.72x10^7 = 0.559 %).,,,,Table S1,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
